title,release_year,language_name,rental_duration,rental_rate,replacement_cost,rating,actor_name,category_name
Hanky October,2006,English             ,5,2.99,26.99,NC-17,Lisa Monroe,Sci-Fi
Jericho Mulan,2006,English             ,3,2.99,29.99,NC-17,Lisa Monroe,Games
Lesson Cleopatra,2006,English             ,3,0.99,28.99,NC-17,Lisa Monroe,Sports
Lover Truman,2006,English             ,3,2.99,29.99,G,Lisa Monroe,Classics
Mod Secretary,2006,English             ,6,4.99,20.99,NC-17,Lisa Monroe,Documentary
Quills Bull,2006,English             ,4,4.99,19.99,R,Lisa Monroe,Documentary
River Outlaw,2006,English             ,4,0.99,29.99,PG-13,Lisa Monroe,Sports
Roots Remember,2006,English             ,4,0.99,23.99,PG-13,Lisa Monroe,Classics
Sassy Packer,2006,English             ,6,0.99,29.99,G,Lisa Monroe,Games
Vacation Boondock,2006,English             ,4,2.99,23.99,R,Lisa Monroe,Sci-Fi
Wild Apollo,2006,English             ,4,0.99,24.99,R,Lisa Monroe,New
Won Dares,2006,English             ,7,2.99,18.99,PG,Lisa Monroe,Music
Zorro Ark,2006,English             ,3,4.99,18.99,NC-17,Lisa Monroe,Comedy
Analyze Hoosiers,2006,English             ,6,2.99,19.99,R,Ed Guiness,Horror
Anonymous Human,2006,English             ,7,0.99,12.99,NC-17,Ed Guiness,Sports
Behavior Runaway,2006,English             ,3,4.99,20.99,PG,Ed Guiness,Horror
Bonnie Holocaust,2006,English             ,4,0.99,29.99,G,Ed Guiness,Documentary
Butterfly Chocolat,2006,English             ,3,0.99,17.99,G,Ed Guiness,New
Center Dinosaur,2006,English             ,5,4.99,12.99,PG,Ed Guiness,Classics
Closer Bang,2006,English             ,5,4.99,12.99,R,Ed Guiness,Comedy
Crossroads Casualties,2006,English             ,5,2.99,20.99,G,Ed Guiness,Animation
Dragon Squad,2006,English             ,4,0.99,26.99,NC-17,Ed Guiness,Action
Evolution Alter,2006,English             ,5,0.99,10.99,PG-13,Ed Guiness,Sports
Gentlemen Stage,2006,English             ,6,2.99,22.99,NC-17,Ed Guiness,Foreign
High Encino,2006,English             ,3,2.99,23.99,R,Ed Guiness,Horror
Instinct Airport,2006,English             ,4,2.99,21.99,PG,Ed Guiness,Sports
Invasion Cyclone,2006,English             ,5,2.99,12.99,PG,Ed Guiness,Children
Juggler Hardly,2006,English             ,4,0.99,14.99,PG-13,Ed Guiness,Animation
Maude Mod,2006,English             ,6,0.99,20.99,R,Ed Guiness,Foreign
Model Fish,2006,English             ,4,4.99,11.99,NC-17,Ed Guiness,Children
Pacific Amistad,2006,English             ,3,0.99,27.99,G,Ed Guiness,Documentary
Princess Giant,2006,English             ,3,2.99,29.99,NC-17,Ed Guiness,Documentary
Rings Heartbreakers,2006,English             ,5,0.99,17.99,G,Ed Guiness,Action
Rock Instinct,2006,English             ,4,0.99,28.99,G,Ed Guiness,Horror
School Jacket,2006,English             ,5,4.99,21.99,PG-13,Ed Guiness,Foreign
Smile Earring,2006,English             ,4,2.99,29.99,G,Ed Guiness,Travel
Soldiers Evolution,2006,English             ,7,4.99,27.99,R,Ed Guiness,Sci-Fi
Strangelove Desire,2006,English             ,4,0.99,27.99,NC-17,Ed Guiness,Children
Unforgiven Zoolander,2006,English             ,7,0.99,15.99,PG,Ed Guiness,Sci-Fi
Valentine Vanishing,2006,English             ,7,0.99,9.99,PG-13,Ed Guiness,Travel
Wars Pluto,2006,English             ,5,2.99,15.99,G,Ed Guiness,Documentary
Wind Phantom,2006,English             ,6,0.99,12.99,R,Ed Guiness,Games
Alaska Phantom,2006,English             ,6,0.99,22.99,PG,Jeff Silverstone,Music
Apollo Teen,2006,English             ,5,2.99,15.99,PG-13,Jeff Silverstone,Drama
Chinatown Gladiator,2006,English             ,7,4.99,24.99,PG,Jeff Silverstone,New
Crowds Telemark,2006,English             ,3,4.99,16.99,R,Jeff Silverstone,Sci-Fi
Drums Dynamite,2006,English             ,6,0.99,11.99,PG,Jeff Silverstone,Horror
Hunter Alter,2006,English             ,5,2.99,21.99,PG-13,Jeff Silverstone,Documentary
Lady Stage,2006,English             ,4,4.99,14.99,PG,Jeff Silverstone,Horror
Mask Peach,2006,English             ,6,2.99,26.99,NC-17,Jeff Silverstone,New
Muscle Bright,2006,English             ,7,2.99,23.99,G,Jeff Silverstone,Travel
Newsies Story,2006,English             ,4,0.99,25.99,G,Jeff Silverstone,Documentary
Northwest Polish,2006,English             ,5,2.99,24.99,PG,Jeff Silverstone,Sports
Paradise Sabrina,2006,English             ,5,2.99,12.99,PG-13,Jeff Silverstone,Comedy
Remember Diary,2006,English             ,5,2.99,15.99,R,Jeff Silverstone,Family
Rider Caddyshack,2006,English             ,5,2.99,28.99,PG,Jeff Silverstone,Sports
Rings Heartbreakers,2006,English             ,5,0.99,17.99,G,Jeff Silverstone,Action
Secretary Rouge,2006,English             ,5,4.99,10.99,PG,Jeff Silverstone,Sports
Slipper Fidelity,2006,English             ,5,0.99,14.99,PG-13,Jeff Silverstone,Sports
Smile Earring,2006,English             ,4,2.99,29.99,G,Jeff Silverstone,Travel
Sons Interview,2006,English             ,3,2.99,11.99,NC-17,Jeff Silverstone,Animation
Spartacus Cheaper,2006,English             ,4,4.99,19.99,NC-17,Jeff Silverstone,Family
Stock Glass,2006,English             ,7,2.99,10.99,PG,Jeff Silverstone,New
Suspects Quills,2006,English             ,4,2.99,22.99,PG,Jeff Silverstone,Action
Tadpole Park,2006,English             ,6,2.99,13.99,PG,Jeff Silverstone,Classics
Walls Artist,2006,English             ,7,4.99,19.99,PG,Jeff Silverstone,Children
Watch Tracy,2006,English             ,5,0.99,12.99,PG,Jeff Silverstone,Animation
African Egg,2006,English             ,6,2.99,22.99,G,Matthew Carrey,Family
Army Flintstones,2006,English             ,4,0.99,22.99,R,Matthew Carrey,Documentary
Birch Antitrust,2006,English             ,4,4.99,18.99,PG,Matthew Carrey,Music
Blackout Private,2006,English             ,7,2.99,12.99,PG,Matthew Carrey,Animation
Blues Instinct,2006,English             ,5,2.99,18.99,G,Matthew Carrey,Family
Circus Youth,2006,English             ,5,2.99,13.99,PG-13,Matthew Carrey,Children
Crowds Telemark,2006,English             ,3,4.99,16.99,R,Matthew Carrey,Sci-Fi
Disciple Mother,2006,English             ,3,0.99,17.99,PG,Matthew Carrey,Travel
Enough Raging,2006,English             ,7,2.99,16.99,NC-17,Matthew Carrey,Travel
Family Sweet,2006,English             ,4,0.99,24.99,R,Matthew Carrey,Horror
Fiction Christmas,2006,English             ,4,0.99,14.99,PG,Matthew Carrey,Foreign
Grinch Massage,2006,English             ,7,4.99,25.99,R,Matthew Carrey,Games
Gun Bonnie,2006,English             ,7,0.99,27.99,G,Matthew Carrey,Games
Harry Idaho,2006,English             ,5,4.99,18.99,PG-13,Matthew Carrey,Drama
Heartbreakers Bright,2006,English             ,3,4.99,9.99,G,Matthew Carrey,Children
Holes Brannigan,2006,English             ,7,4.99,27.99,PG,Matthew Carrey,Sports
House Dynamite,2006,English             ,7,2.99,13.99,R,Matthew Carrey,Family
Inch Jet,2006,English             ,6,4.99,18.99,NC-17,Matthew Carrey,Animation
Ladybugs Armageddon,2006,English             ,4,0.99,13.99,NC-17,Matthew Carrey,Games
Life Twisted,2006,English             ,4,2.99,9.99,NC-17,Matthew Carrey,Comedy
Luck Opus,2006,English             ,7,2.99,21.99,NC-17,Matthew Carrey,Drama
Lust Lock,2006,English             ,3,2.99,28.99,G,Matthew Carrey,Action
Madre Gables,2006,English             ,7,2.99,27.99,PG-13,Matthew Carrey,Games
Minds Truman,2006,English             ,3,4.99,22.99,PG-13,Matthew Carrey,Action
Moonshine Cabin,2006,English             ,4,4.99,25.99,PG-13,Matthew Carrey,Games
Mulan Moon,2006,English             ,4,0.99,10.99,G,Matthew Carrey,Comedy
Muscle Bright,2006,English             ,7,2.99,23.99,G,Matthew Carrey,Travel
None Spiking,2006,English             ,3,0.99,18.99,NC-17,Matthew Carrey,Sci-Fi
Roots Remember,2006,English             ,4,0.99,23.99,PG-13,Matthew Carrey,Classics
Snowman Rollercoaster,2006,English             ,3,0.99,27.99,G,Matthew Carrey,Animation
Squad Fish,2006,English             ,3,2.99,14.99,PG,Matthew Carrey,Sports
Superfly Trip,2006,English             ,5,0.99,27.99,PG,Matthew Carrey,Travel
Swarm Gold,2006,English             ,4,0.99,12.99,PG-13,Matthew Carrey,Horror
Tadpole Park,2006,English             ,6,2.99,13.99,PG,Matthew Carrey,Classics
Titanic Boondock,2006,English             ,3,4.99,18.99,R,Matthew Carrey,Animation
Translation Summer,2006,English             ,4,0.99,10.99,PG-13,Matthew Carrey,Drama
Trip Newton,2006,English             ,7,4.99,14.99,PG-13,Matthew Carrey,Action
Uncut Suicides,2006,English             ,7,2.99,29.99,PG-13,Matthew Carrey,Music
Worst Banger,2006,English             ,4,2.99,26.99,PG,Matthew Carrey,Action
Apollo Teen,2006,English             ,5,2.99,15.99,PG-13,Debbie Akroyd,Drama
Club Graffiti,2006,English             ,4,0.99,12.99,PG-13,Debbie Akroyd,Animation
Family Sweet,2006,English             ,4,0.99,24.99,R,Debbie Akroyd,Horror
Flintstones Happiness,2006,English             ,3,4.99,11.99,PG-13,Debbie Akroyd,Comedy
Galaxy Sweethearts,2006,English             ,4,4.99,13.99,R,Debbie Akroyd,Classics
Glory Tracy,2006,English             ,7,2.99,13.99,PG-13,Debbie Akroyd,Games
Half Outfield,2006,English             ,6,2.99,25.99,PG-13,Debbie Akroyd,Family
Hedwig Alter,2006,English             ,7,2.99,16.99,NC-17,Debbie Akroyd,Comedy
Holiday Games,2006,English             ,7,4.99,10.99,PG-13,Debbie Akroyd,Foreign
House Dynamite,2006,English             ,7,2.99,13.99,R,Debbie Akroyd,Family
Money Harold,2006,English             ,3,2.99,17.99,PG,Debbie Akroyd,New
Opposite Necklace,2006,English             ,7,4.99,9.99,PG,Debbie Akroyd,Family
Peak Forever,2006,English             ,7,4.99,25.99,PG,Debbie Akroyd,Sports
Pianist Outfield,2006,English             ,6,0.99,25.99,NC-17,Debbie Akroyd,New
Pilot Hoosiers,2006,English             ,6,2.99,17.99,PG,Debbie Akroyd,Family
President Bang,2006,English             ,6,4.99,12.99,PG,Debbie Akroyd,Family
Random Go,2006,English             ,6,2.99,29.99,NC-17,Debbie Akroyd,Sci-Fi
Redemption Comforts,2006,English             ,3,2.99,20.99,NC-17,Debbie Akroyd,New
Song Hedwig,2006,English             ,3,0.99,29.99,PG-13,Debbie Akroyd,Music
Spiking Element,2006,English             ,7,2.99,12.99,G,Debbie Akroyd,Classics
Stepmom Dream,2006,English             ,7,4.99,9.99,NC-17,Debbie Akroyd,Foreign
Sundance Invasion,2006,English             ,5,0.99,21.99,NC-17,Debbie Akroyd,Children
Victory Academy,2006,English             ,6,0.99,19.99,PG-13,Debbie Akroyd,Sports
World Leathernecks,2006,English             ,3,0.99,13.99,PG-13,Debbie Akroyd,Horror
Apocalypse Flamingos,2006,English             ,6,4.99,11.99,R,Russell Close,New
Army Flintstones,2006,English             ,4,0.99,22.99,R,Russell Close,Documentary
Bilko Anonymous,2006,English             ,3,4.99,25.99,PG-13,Russell Close,Family
California Birds,2006,English             ,4,4.99,19.99,NC-17,Russell Close,Sports
Fidelity Devil,2006,English             ,5,4.99,11.99,G,Russell Close,Horror
Gunfight Moon,2006,English             ,5,0.99,16.99,NC-17,Russell Close,Comedy
Gunfighter Mussolini,2006,English             ,3,2.99,9.99,PG-13,Russell Close,Sports
Guys Falcon,2006,English             ,4,4.99,20.99,R,Russell Close,Sci-Fi
Kentuckian Giant,2006,English             ,5,2.99,10.99,PG,Russell Close,Horror
License Weekend,2006,English             ,7,2.99,28.99,NC-17,Russell Close,Sci-Fi
Mighty Luck,2006,English             ,7,2.99,13.99,PG,Russell Close,Documentary
Oleander Clue,2006,English             ,5,0.99,12.99,PG,Russell Close,Music
Range Moonwalker,2006,English             ,3,4.99,25.99,PG,Russell Close,Family
Story Side,2006,English             ,7,0.99,27.99,R,Russell Close,Action
Summer Scarface,2006,English             ,5,0.99,25.99,G,Russell Close,Classics
Trouble Date,2006,English             ,6,2.99,13.99,PG,Russell Close,Travel
Videotape Arsenic,2006,English             ,4,4.99,10.99,NC-17,Russell Close,Games
Volcano Texas,2006,English             ,6,0.99,27.99,NC-17,Russell Close,Games
Won Dares,2006,English             ,7,2.99,18.99,PG,Russell Close,Music
Arachnophobia Rollercoaster,2006,English             ,4,2.99,24.99,PG-13,Humphrey Garland,Horror
Boondock Ballroom,2006,English             ,7,0.99,14.99,NC-17,Humphrey Garland,Travel
Chitty Lock,2006,English             ,6,2.99,24.99,G,Humphrey Garland,Drama
Comforts Rush,2006,English             ,3,2.99,19.99,NC-17,Humphrey Garland,Travel
Deliverance Mulholland,2006,English             ,4,0.99,9.99,R,Humphrey Garland,Documentary
French Holiday,2006,English             ,5,4.99,22.99,PG,Humphrey Garland,Documentary
Gosford Donnie,2006,English             ,5,4.99,17.99,G,Humphrey Garland,Action
Illusion Amelie,2006,English             ,4,0.99,15.99,R,Humphrey Garland,Foreign
Jet Neighbors,2006,English             ,7,4.99,14.99,R,Humphrey Garland,Foreign
Jungle Closer,2006,English             ,6,0.99,11.99,NC-17,Humphrey Garland,New
Kiss Glory,2006,English             ,5,4.99,11.99,PG-13,Humphrey Garland,Foreign
Midnight Westward,2006,English             ,3,0.99,19.99,G,Humphrey Garland,Action
Mine Titans,2006,English             ,3,4.99,12.99,PG-13,Humphrey Garland,New
Moonwalker Fool,2006,English             ,5,4.99,12.99,G,Humphrey Garland,Games
Nash Chocolat,2006,English             ,6,2.99,21.99,PG-13,Humphrey Garland,Animation
Opus Ice,2006,English             ,5,4.99,21.99,R,Humphrey Garland,Foreign
Order Betrayed,2006,English             ,7,2.99,13.99,PG-13,Humphrey Garland,Travel
Pacific Amistad,2006,English             ,3,0.99,27.99,G,Humphrey Garland,Documentary
Past Suicides,2006,English             ,5,4.99,17.99,PG-13,Humphrey Garland,Foreign
Pizza Jumanji,2006,English             ,4,2.99,11.99,NC-17,Humphrey Garland,Games
Roses Treasure,2006,English             ,5,4.99,23.99,PG-13,Humphrey Garland,Sports
Sea Virgin,2006,English             ,4,2.99,24.99,PG,Humphrey Garland,Drama
Shining Roses,2006,English             ,4,0.99,12.99,G,Humphrey Garland,Travel
Super Wyoming,2006,English             ,5,4.99,10.99,PG,Humphrey Garland,Family
Warlock Werewolf,2006,English             ,6,2.99,10.99,G,Humphrey Garland,Children
Wedding Apollo,2006,English             ,3,0.99,14.99,PG,Humphrey Garland,Documentary
Weekend Personal,2006,English             ,5,2.99,26.99,R,Humphrey Garland,Sci-Fi
West Lion,2006,English             ,4,4.99,29.99,G,Humphrey Garland,Drama
Wonderland Christmas,2006,English             ,4,4.99,19.99,PG,Humphrey Garland,Sci-Fi
Airplane Sierra,2006,English             ,6,4.99,28.99,PG-13,Michael Bolger,Comedy
Breakfast Goldfinger,2006,English             ,5,4.99,18.99,G,Michael Bolger,New
Chariots Conspiracy,2006,English             ,5,2.99,29.99,R,Michael Bolger,Sci-Fi
Dying Maker,2006,English             ,5,4.99,28.99,PG,Michael Bolger,Comedy
Enough Raging,2006,English             ,7,2.99,16.99,NC-17,Michael Bolger,Travel
Glass Dying,2006,English             ,4,0.99,24.99,G,Michael Bolger,Action
Heavenly Gun,2006,English             ,5,4.99,13.99,NC-17,Michael Bolger,Music
Homeward Cider,2006,English             ,5,0.99,19.99,R,Michael Bolger,Documentary
House Dynamite,2006,English             ,7,2.99,13.99,R,Michael Bolger,Family
Idaho Love,2006,English             ,3,2.99,25.99,PG-13,Michael Bolger,New
Karate Moon,2006,English             ,4,0.99,21.99,PG-13,Michael Bolger,Horror
Lawless Vision,2006,English             ,6,4.99,29.99,G,Michael Bolger,Animation
Liaisons Sweet,2006,English             ,5,4.99,15.99,PG,Michael Bolger,Travel
Malkovich Pet,2006,English             ,6,2.99,22.99,G,Michael Bolger,Classics
Mars Roman,2006,English             ,6,0.99,21.99,NC-17,Michael Bolger,Games
Metal Armageddon,2006,English             ,6,2.99,26.99,PG-13,Michael Bolger,Documentary
Mixed Doors,2006,English             ,6,2.99,26.99,PG-13,Michael Bolger,Foreign
Novocaine Flight,2006,English             ,4,0.99,11.99,G,Michael Bolger,Sports
Patton Interview,2006,English             ,4,2.99,22.99,PG,Michael Bolger,Horror
Prejudice Oleander,2006,English             ,6,4.99,15.99,PG-13,Michael Bolger,Classics
Ridgemont Submarine,2006,English             ,3,0.99,28.99,PG-13,Michael Bolger,New
Santa Paris,2006,English             ,7,2.99,23.99,PG,Michael Bolger,Children
Something Duck,2006,English             ,4,4.99,17.99,NC-17,Michael Bolger,Drama
Stepmom Dream,2006,English             ,7,4.99,9.99,NC-17,Michael Bolger,Foreign
Telemark Heartbreakers,2006,English             ,6,2.99,9.99,PG-13,Michael Bolger,Animation
Tenenbaums Command,2006,English             ,4,0.99,24.99,PG-13,Michael Bolger,Drama
Tycoon Gathering,2006,English             ,3,4.99,17.99,G,Michael Bolger,Games
Unbreakable Karate,2006,English             ,3,0.99,16.99,G,Michael Bolger,New
Watership Frontier,2006,English             ,6,0.99,28.99,G,Michael Bolger,Horror
Wife Turn,2006,English             ,3,4.99,27.99,NC-17,Michael Bolger,Documentary
Breakfast Goldfinger,2006,English             ,5,4.99,18.99,G,Julia Zellweger,New
Cranes Reservoir,2006,English             ,5,2.99,12.99,NC-17,Julia Zellweger,Sports
Dares Pluto,2006,English             ,7,2.99,16.99,PG-13,Julia Zellweger,Animation
Detective Vision,2006,English             ,4,0.99,16.99,PG-13,Julia Zellweger,Classics
Divorce Shining,2006,English             ,3,2.99,21.99,G,Julia Zellweger,Sports
Hollow Jeopardy,2006,English             ,7,4.99,25.99,NC-17,Julia Zellweger,Sci-Fi
Jeopardy Encino,2006,English             ,3,0.99,12.99,R,Julia Zellweger,Classics
Lambs Cincinatti,2006,English             ,6,4.99,18.99,PG-13,Julia Zellweger,Games
Majestic Floats,2006,English             ,5,0.99,15.99,PG,Julia Zellweger,Documentary
Minds Truman,2006,English             ,3,4.99,22.99,PG-13,Julia Zellweger,Action
Open African,2006,English             ,7,4.99,16.99,PG,Julia Zellweger,Sci-Fi
Outlaw Hanky,2006,English             ,7,4.99,17.99,PG-13,Julia Zellweger,Travel
Panky Submarine,2006,English             ,4,4.99,19.99,G,Julia Zellweger,Games
Rider Caddyshack,2006,English             ,5,2.99,28.99,PG,Julia Zellweger,Sports
Won Dares,2006,English             ,7,2.99,18.99,PG,Julia Zellweger,Music
Wyoming Storm,2006,English             ,6,4.99,29.99,PG-13,Julia Zellweger,New
Alone Trip,2006,English             ,3,0.99,14.99,R,Renee Ball,Music
Angels Life,2006,English             ,3,2.99,15.99,G,Renee Ball,New
Antitrust Tomatoes,2006,English             ,5,2.99,11.99,NC-17,Renee Ball,Action
Balloon Homeward,2006,English             ,5,2.99,10.99,NC-17,Renee Ball,Music
